run_id,red_profile,blue_profile,case,red_mode,prompt_variant,primary_fault,t_fault,seed,temperature,t_a,t_b,horizon_s,stopped_reason,truth_label,diagnosed_label,diag_correct,recovery_success,joint_outcome,load_shed_total_pu,failed,failure_reason,t_fail,omega_deviation_max,v_min,delta_drift_max,delta_spread_max,red_tool_calls,diag_tool_calls,mit_tool_calls,red_prompt_tokens,red_completion_tokens,diag_prompt_tokens,diag_completion_tokens,mit_prompt_tokens,mit_completion_tokens,prompt_tokens,completion_tokens,wall_time_s,error
20260423T103625Z__gpt-5.4__minimax-m2__ieee39__s0,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b16_80ms,0.0,0,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,6,5,8,9137,2503,11691,642,46319,3012,67147,6157,163.7637931999925,
20260423T103912Z__gpt-5.4__minimax-m2__ieee39__s1,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b16_80ms,0.0,1,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,5,6,1286,595,21685,1450,42736,1538,65707,3583,129.8032019000093,
20260423T104124Z__gpt-5.4__minimax-m2__ieee39__s2,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b16_80ms,0.0,2,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,6,5,6529,2267,25768,3128,44926,1671,77223,7066,240.63925830000517,
20260423T104526Z__gpt-5.4__minimax-m2__ieee39__s3,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b16_80ms,0.0,3,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,4,5,6531,2774,11628,1126,22821,2310,40980,6210,141.3460430999985,
20260423T104750Z__gpt-5.4__minimax-m2__ieee39__s4,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b16_80ms,0.0,4,0.2,2.0,5.0,30.0,completed,A1,,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,0,5,6529,2100,1370,2383,25360,1976,33259,6459,191.57470289999765,
20260423T105104Z__gpt-5.4__deepseek-chat__ieee39__s0,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,0,0.2,2.0,5.0,30.0,completed,None,A2,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,6,9,1286,206,46928,958,72348,1264,120562,2428,41.28648560000147,
20260423T105147Z__gpt-5.4__deepseek-chat__ieee39__s1,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,1,0.2,2.0,5.0,30.0,completed,None,,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,6,9,1286,276,46825,620,101318,1269,149429,2165,43.12397380000766,
20260423T105232Z__gpt-5.4__deepseek-chat__ieee39__s2,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,2,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,6,8,9329,2365,47944,787,46794,1107,104067,4259,81.85028719998809,
20260423T105356Z__gpt-5.4__deepseek-chat__ieee39__s3,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,3,0.2,2.0,5.0,30.0,completed,None,,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687155048253e-07,1.0018567910099434,0.00015837038240817947,1.0460013753213224,6,6,10,7204,1210,48898,741,96742,1248,152844,3199,58.56289019999531,
20260423T105457Z__gpt-5.4__deepseek-chat__ieee39__s4,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,4,0.2,2.0,5.0,30.0,completed,None,A2,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,6,6,10,6918,1769,49022,889,69476,1515,125416,4173,80.46651510000083,
20260423T105619Z__gpt-5.4__qwen3-plus__ieee39__s0,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,0,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,6,8,1286,373,21345,220,164142,975,186773,1568,57.972702899998694,
20260423T105720Z__gpt-5.4__qwen3-plus__ieee39__s1,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,1,0.2,2.0,5.0,30.0,tds_nonconverge,A1,None,False,False,red-win,0.0,True,nonconverge,7.9333,0.0016458801729680728,0.9770096763216338,1.5121129963762865,3.149803717623807,7,6,8,8989,2996,32922,216,263287,1362,305198,4574,134.22855800000252,nonconverge at t=7.933 during mit_phase
20260423T105936Z__gpt-5.4__qwen3-plus__ieee39__s2,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,2,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,6,4,1286,491,10953,231,35579,1151,47818,1873,52.907984400000714,
20260423T110031Z__gpt-5.4__qwen3-plus__ieee39__s3,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,3,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,6,6,8,16572,3557,21345,218,264738,1196,302655,4971,146.20274549999158,
20260423T110259Z__gpt-5.4__qwen3-plus__ieee39__s4,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,4,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,6,8,1286,285,10953,232,165573,1224,177812,1741,58.395474700002524,
20260423T110400Z__gpt-5.4__minimax-m2__ieee39__s0,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,0,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,4,5,1286,234,21419,1068,45014,2195,67719,3497,111.52302569999301,
20260423T110553Z__gpt-5.4__minimax-m2__ieee39__s1,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,1,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,5,4,7,11337,2932,11638,902,45995,1662,68970,5496,142.76284509999823,
20260423T110818Z__gpt-5.4__minimax-m2__ieee39__s2,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,2,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,1,4,4,1286,259,20138,556,44986,1324,66410,2139,70.22306629998639,
20260423T110930Z__gpt-5.4__minimax-m2__ieee39__s3,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,3,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,4,5,9144,3064,20139,1065,44902,1474,74185,5603,160.4457786999992,
20260423T111213Z__gpt-5.4__minimax-m2__ieee39__s4,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b22_80ms,0.0,4,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,1.7098687132843793e-07,1.0018567910099883,0.00015837038292743078,1.046001375321772,7,4,7,6531,2745,21418,529,26075,1619,54024,4893,134.35223330000008,
20260423T111429Z__gpt-5.4__deepseek-chat__ieee39__s0,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,0,0.2,2.0,5.0,30.0,tds_nonconverge,A1,A1,True,False,red-win,0.0,True,nonconverge,6.9,0.0019517697274326062,0.9704624034139433,1.163438580920878,3.1654936140158965,7,6,10,6752,1666,48438,1002,124247,1332,179437,4000,79.41491960000712,nonconverge at t=6.900 during mit_phase
20260423T111551Z__gpt-5.4__deepseek-chat__ieee39__s1,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,1,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,1,6,9,1286,400,71215,923,71492,1117,143993,2440,44.21932289998949,
20260423T111637Z__gpt-5.4__deepseek-chat__ieee39__s2,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,2,0.2,2.0,5.0,30.0,tds_nonconverge,None,A2,False,False,red-win,0.0,True,nonconverge,5.5333,0.00012084435825543416,0.9993161824376212,0.019186785204238513,1.0605086704562245,7,6,10,3865,729,46937,791,121188,1383,171990,2903,51.7343086999972,nonconverge at t=5.533 during mit_phase
20260423T111731Z__gpt-5.4__deepseek-chat__ieee39__s3,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,3,0.2,2.0,5.0,30.0,tds_nonconverge,A1,None,False,False,red-win,0.0,True,nonconverge,10.0333,4.00621614207175e-05,1.0014043809151292,0.01025414940123115,1.0470259646476978,7,6,9,6531,1930,46914,758,40847,961,94292,3649,77.26718320000509,nonconverge at t=10.033 during mit_phase
20260423T111850Z__gpt-5.4__deepseek-chat__ieee39__s4,gpt-5.4,deepseek-chat,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,4,0.2,2.0,5.0,30.0,tds_nonconverge,None,A1,False,False,red-win,0.0,True,nonconverge,5.5333,0.00012084435825543416,0.9993161824376212,0.019186785204238513,1.0605086704562245,1,6,10,1286,316,46924,780,117260,1062,165470,2158,39.04302949999692,nonconverge at t=5.533 during mit_phase
20260423T111931Z__gpt-5.4__qwen3-plus__ieee39__s0,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,0,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,1,6,8,1286,291,21313,220,164758,947,187357,1458,58.85367239999323,
20260423T112032Z__gpt-5.4__qwen3-plus__ieee39__s1,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,1,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,6,6,8,9143,1889,21313,220,164377,1047,194833,3156,102.93553450000763,
20260423T112217Z__gpt-5.4__qwen3-plus__ieee39__s2,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,2,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,1,6,8,1286,313,21313,212,67881,944,90480,1469,49.04032400000142,
20260423T112308Z__gpt-5.4__qwen3-plus__ieee39__s3,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,3,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,7,6,5,6531,1826,10937,239,91115,1823,108583,3888,103.87937570000213,
20260423T112454Z__gpt-5.4__qwen3-plus__ieee39__s4,gpt-5.4,qwen3-plus,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,4,0.2,2.0,5.0,30.0,tds_nonconverge,A1,None,False,False,red-win,0.0,True,nonconverge,10.0333,4.00621614207175e-05,1.0014043809151292,0.01025414940123115,1.0470259646476978,7,6,9,6017,2697,33735,214,198280,1314,238032,4225,120.53093710000394,nonconverge at t=10.033 during mit_phase
20260423T112657Z__gpt-5.4__minimax-m2__ieee39__s0,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,0,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,1,4,4,1286,327,21403,755,42238,1114,64927,2196,88.29697029999079,
20260423T112827Z__gpt-5.4__minimax-m2__ieee39__s1,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,1,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,6,4,8,15713,2845,21462,2696,43473,2632,80648,8173,250.33624829999462,
20260423T113239Z__gpt-5.4__minimax-m2__ieee39__s2,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,2,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,1,5,5,1286,235,20312,1114,22778,946,44376,2295,75.279692600001,
20260423T113356Z__gpt-5.4__minimax-m2__ieee39__s3,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,3,0.2,2.0,5.0,30.0,completed,A1,None,False,True,lucky-recovery,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,6,5,8,9137,1967,12121,1741,54844,2027,76102,5735,181.81689030000416,
20260423T113700Z__gpt-5.4__minimax-m2__ieee39__s4,gpt-5.4,minimax-m2,ieee39,llm,piggyback,primary_ieee39_bf_b29_100ms,0.0,4,0.2,2.0,5.0,30.0,completed,None,None,True,True,blue-win-clean,0.0,True,voltage,0.0011,2.1330475674652405e-07,1.0018566736883554,0.00019545926064878927,1.0460030480387656,6,4,5,6730,3233,21404,969,22808,1794,50942,5996,201.71005819999846,
